pin,slack
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTOO1/genblk1.CUARTO0[0]:D,5253
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTOO1/genblk1.CUARTO0[0]:Q,5722
line_write_read_0/Image_Enhancement_0/un1_b_const_i_muladd_0[35_18]/U0/FF_30:IPENn,
line_write_read_0/xy_display_1/xy_fifo_control_0/x_dly[8]:ALn,
line_write_read_0/xy_display_1/xy_fifo_control_0/x_dly[8]:CLK,7868
line_write_read_0/xy_display_1/xy_fifo_control_0/x_dly[8]:D,8856
line_write_read_0/xy_display_1/xy_fifo_control_0/x_dly[8]:Q,7868
line_write_read_0/xy_display_1/WPOINTS_0/next_erase_true_index_3_iv[8]:A,4404
line_write_read_0/xy_display_1/WPOINTS_0/next_erase_true_index_3_iv[8]:B,4462
line_write_read_0/xy_display_1/WPOINTS_0/next_erase_true_index_3_iv[8]:C,7848
line_write_read_0/xy_display_1/WPOINTS_0/next_erase_true_index_3_iv[8]:D,5322
line_write_read_0/xy_display_1/WPOINTS_0/next_erase_true_index_3_iv[8]:Y,4404
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_242:IPA,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_242:IPB,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_69:IPA,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_69:IPB,
line_write_read_0/xy_display_1/WPOINTS_0/s_state_RNISJ11[3]:A,521
line_write_read_0/xy_display_1/WPOINTS_0/s_state_RNISJ11[3]:B,542
line_write_read_0/xy_display_1/WPOINTS_0/s_state_RNISJ11[3]:Y,521
line_write_read_0/xy_display_1/WPOINTS_0/un1_xy_true_index_7_cry_0_0:A,1487
line_write_read_0/xy_display_1/WPOINTS_0/un1_xy_true_index_7_cry_0_0:B,6272
line_write_read_0/xy_display_1/WPOINTS_0/un1_xy_true_index_7_cry_0_0:C,6264
line_write_read_0/xy_display_1/WPOINTS_0/un1_xy_true_index_7_cry_0_0:D,6236
line_write_read_0/xy_display_1/WPOINTS_0/un1_xy_true_index_7_cry_0_0:FCO,1487
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_172:IPA,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_172:IPB,
UART_interface_0/receive_data_0/s_addr[0]:ALn,6376
UART_interface_0/receive_data_0/s_addr[0]:CLK,7643
UART_interface_0/receive_data_0/s_addr[0]:D,8810
UART_interface_0/receive_data_0/s_addr[0]:EN,7568
UART_interface_0/receive_data_0/s_addr[0]:Q,7643
line_write_read_0/xy_generator_0/un42_data_valid_i_0_I_27:A,3720
line_write_read_0/xy_generator_0/un42_data_valid_i_0_I_27:B,3623
line_write_read_0/xy_generator_0/un42_data_valid_i_0_I_27:C,3545
line_write_read_0/xy_generator_0/un42_data_valid_i_0_I_27:D,3382
line_write_read_0/xy_generator_0/un42_data_valid_i_0_I_27:FCI,3330
line_write_read_0/xy_generator_0/un42_data_valid_i_0_I_27:FCO,3330
line_write_read_0/xy_display_1/WPOINTS_0/erase_target_virtual_index[18]:ALn,
line_write_read_0/xy_display_1/WPOINTS_0/erase_target_virtual_index[18]:CLK,3237
line_write_read_0/xy_display_1/WPOINTS_0/erase_target_virtual_index[18]:D,6535
line_write_read_0/xy_display_1/WPOINTS_0/erase_target_virtual_index[18]:EN,3569
line_write_read_0/xy_display_1/WPOINTS_0/erase_target_virtual_index[18]:Q,3237
line_write_read_0/xy_display_1/WPOINTS_0/buf8bits_33_18[4]:A,5512
line_write_read_0/xy_display_1/WPOINTS_0/buf8bits_33_18[4]:B,1383
line_write_read_0/xy_display_1/WPOINTS_0/buf8bits_33_18[4]:C,5875
line_write_read_0/xy_display_1/WPOINTS_0/buf8bits_33_18[4]:Y,1383
line_write_read_0/LCD_FSM_0/un1_s_state_16_i_a7_3:A,5740
line_write_read_0/LCD_FSM_0/un1_s_state_16_i_a7_3:B,5635
line_write_read_0/LCD_FSM_0/un1_s_state_16_i_a7_3:C,4647
line_write_read_0/LCD_FSM_0/un1_s_state_16_i_a7_3:Y,4647
line_write_read_0/LCD_FSM_0/lcd_wr_o_RNO:A,6662
line_write_read_0/LCD_FSM_0/lcd_wr_o_RNO:B,6707
line_write_read_0/LCD_FSM_0/lcd_wr_o_RNO:C,5398
line_write_read_0/LCD_FSM_0/lcd_wr_o_RNO:D,6572
line_write_read_0/LCD_FSM_0/lcd_wr_o_RNO:Y,5398
FlashFreeze_SB_0/CORERESET_FF_0_0/CORERESET_FF_0_0/mss_ready_select6:A,7902
FlashFreeze_SB_0/CORERESET_FF_0_0/CORERESET_FF_0_0/mss_ready_select6:B,
FlashFreeze_SB_0/CORERESET_FF_0_0/CORERESET_FF_0_0/mss_ready_select6:C,7785
FlashFreeze_SB_0/CORERESET_FF_0_0/CORERESET_FF_0_0/mss_ready_select6:Y,7785
line_write_read_0/xy_display_1/WPOINTS_0/x[5]:ALn,
line_write_read_0/xy_display_1/WPOINTS_0/x[5]:CLK,2181
line_write_read_0/xy_display_1/WPOINTS_0/x[5]:D,6694
line_write_read_0/xy_display_1/WPOINTS_0/x[5]:EN,3128
line_write_read_0/xy_display_1/WPOINTS_0/x[5]:Q,2181
line_write_read_0/Image_Enhancement_0/un1_r_const_i_muladd_0[35_18]/U0/CFG_2:C,5400
line_write_read_0/Image_Enhancement_0/un1_r_const_i_muladd_0[35_18]/U0/CFG_2:IPB,
line_write_read_0/Image_Enhancement_0/un1_r_const_i_muladd_0[35_18]/U0/CFG_2:IPC,5400
line_write_read_0/xy_display_1/WPOINTS_0/un1_xy_true_index_7_cry_10_0:A,6493
line_write_read_0/xy_display_1/WPOINTS_0/un1_xy_true_index_7_cry_10_0:B,4320
line_write_read_0/xy_display_1/WPOINTS_0/un1_xy_true_index_7_cry_10_0:C,2434
line_write_read_0/xy_display_1/WPOINTS_0/un1_xy_true_index_7_cry_10_0:D,6423
line_write_read_0/xy_display_1/WPOINTS_0/un1_xy_true_index_7_cry_10_0:FCI,1195
line_write_read_0/xy_display_1/WPOINTS_0/un1_xy_true_index_7_cry_10_0:FCO,1195
line_write_read_0/xy_display_1/WPOINTS_0/un1_xy_true_index_7_cry_10_0:S,1259
line_write_read_0/xy_display_1/WPOINTS_0/un1_next_erase_true_index_1_cry_9:B,6644
line_write_read_0/xy_display_1/WPOINTS_0/un1_next_erase_true_index_1_cry_9:FCI,5178
line_write_read_0/xy_display_1/WPOINTS_0/un1_next_erase_true_index_1_cry_9:FCO,5178
line_write_read_0/xy_display_1/WPOINTS_0/un1_next_erase_true_index_1_cry_9:S,5258
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C0/CFG_29:C,8654
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C0/CFG_29:IPB,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C0/CFG_29:IPC,8654
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_275:IPA,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_275:IPB,
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C4/FF_34:IPENn,
line_write_read_0/ramDualPort_0/ram_ram_0_0_RNI96T01:A,6043
line_write_read_0/ramDualPort_0/ram_ram_0_0_RNI96T01:B,3926
line_write_read_0/ramDualPort_0/ram_ram_0_0_RNI96T01:C,6059
line_write_read_0/ramDualPort_0/ram_ram_0_0_RNI96T01:Y,3926
line_write_read_0/xy_display_1/RPOINTS_0/index_true[3]:ALn,
line_write_read_0/xy_display_1/RPOINTS_0/index_true[3]:CLK,6492
line_write_read_0/xy_display_1/RPOINTS_0/index_true[3]:D,4648
line_write_read_0/xy_display_1/RPOINTS_0/index_true[3]:Q,6492
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/FF_4:EN,
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/FF_4:IPENn,
line_write_read_0/xy_display_1/WPOINTS_0/un33_xy_true_indexlto14:A,2141
line_write_read_0/xy_display_1/WPOINTS_0/un33_xy_true_indexlto14:B,2049
line_write_read_0/xy_display_1/WPOINTS_0/un33_xy_true_indexlto14:C,1822
line_write_read_0/xy_display_1/WPOINTS_0/un33_xy_true_indexlto14:D,986
line_write_read_0/xy_display_1/WPOINTS_0/un33_xy_true_indexlto14:Y,986
line_write_read_0/xy_display_1/WPOINTS_0/buf8bits_33[2]:A,4538
line_write_read_0/xy_display_1/WPOINTS_0/buf8bits_33[2]:B,1477
line_write_read_0/xy_display_1/WPOINTS_0/buf8bits_33[2]:C,1393
line_write_read_0/xy_display_1/WPOINTS_0/buf8bits_33[2]:Y,1393
line_write_read_0/ramDualPort_0/ram_ram_0_0_OLDA[2]:CLK,5795
line_write_read_0/ramDualPort_0/ram_ram_0_0_OLDA[2]:D,5720
line_write_read_0/ramDualPort_0/ram_ram_0_0_OLDA[2]:Q,5795
line_write_read_0/xy_display_1/DPSRAM_C0_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R1C1/FF_31:IPENn,
line_write_read_0/Image_Enhancement_0/un1_b_const_i_muladd_0[35_18]/U0/FF_33:IPENn,
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:A_ADDR[0],
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:A_ADDR[1],
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:A_ADDR[2],
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:A_ADDR[3],
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:A_ADDR[4],8733
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:A_ADDR[5],8676
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:A_ADDR[6],8681
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:A_ADDR[7],8700
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:A_ADDR[8],8743
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:A_ADDR[9],8678
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:A_ADDR_ARST_N,
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:A_ADDR_CLK,-429
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:A_ADDR_EN,7796
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:A_ADDR_SRST_N,
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:A_BLK[0],
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:A_BLK[1],7759
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:A_DOUT[0],598
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:A_DOUT[10],985
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:A_DOUT[11],-225
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:A_DOUT[12],-154
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:A_DOUT[13],-109
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:A_DOUT[14],-25
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:A_DOUT[15],-349
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:A_DOUT[16],-429
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:A_DOUT[17],575
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:A_DOUT[1],606
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:A_DOUT[2],232
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:A_DOUT[3],381
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:A_DOUT[4],432
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:A_DOUT[5],812
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:A_DOUT[6],519
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:A_DOUT[7],532
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:A_DOUT[8],799
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:A_DOUT[9],921
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:A_DOUT_ARST_N,
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:A_DOUT_CLK,
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:A_DOUT_EN,
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:A_DOUT_SRST_N,
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:B_ADDR[0],
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:B_ADDR[1],
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:B_ADDR[2],
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:B_ADDR[3],
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:B_ADDR[4],8763
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:B_ADDR[5],8713
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:B_ADDR[6],8657
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:B_ADDR[7],8667
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:B_ADDR[8],8676
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:B_ADDR[9],8724
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:B_ADDR_ARST_N,
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:B_ADDR_CLK,
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:B_ADDR_EN,7827
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:B_ADDR_SRST_N,
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:B_BLK[0],
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:B_BLK[1],7664
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:B_DOUT_ARST_N,
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:B_DOUT_CLK,
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:B_DOUT_EN,
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:B_DOUT_SRST_N,
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:C_ADDR[0],
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:C_ADDR[1],
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:C_ADDR[2],
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:C_ADDR[3],
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:C_ADDR[4],8905
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:C_ADDR[5],8915
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:C_ADDR[6],8897
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:C_ADDR[7],8879
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:C_ADDR[8],8897
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:C_ADDR[9],8917
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:C_ARST_N,
line_write_read_0/xy_display_1/COREFIFO_C0_0/COREFIFO_C0_0/genblk22.UI_ram_wrapper_1/U5_syncnonpipe/COREFIFO_C0_COREFIFO_C0_0_USRAM_top_R0C0/INST_RAM64x18_IP:C_BLK[0],
